FinalProcessedData,Assignment group,TextToSequence,WordLength
sound not work suspect email threat thaybd mhasttdd send saturday october pm nwfodmhc exurcwkm cc rohthsit mhdyhtya subject fw inquiry purchase order hi kindly check mail hope may junk mail never meet person name show sender try opening attachment unable forward mail seek help whether opeyctrhbkm plvnuxmry issue like virus company database theft link please confirm best,GRP_0,"[465, 3, 16, 1111, 34, 1807, 4225, 4226, 65, 629, 248, 70, 168, 166, 206, 4227, 4228, 119, 387, 642, 837, 207, 52, 183, 61, 148, 1110, 283, 1808, 148, 1036, 1300, 367, 58, 131, 657, 48, 938, 254, 11, 531, 148, 1738, 29, 1329, 2355, 4229, 9, 232, 1171, 17, 575, 4230, 142, 5, 128, 130]",57
inquiry erp sid maintenance,GRP_0,"[642, 7, 18, 98]",4
apac company multiple switch go pm et companyapchnapaccompanyfpsfsaccesssw companyapchnapaccompanypmwsaccesssw companyapchnapaccompanypsfsaccesssw,GRP_8,"[554, 17, 471, 403, 144, 70, 66, 4231, 4232, 2356]",10
job sid hoti fail job scheduler receive job,GRP_8,"[1, 18, 885, 14, 1, 13, 2, 1]",8
job sid hoti fail job scheduler receive job,GRP_8,"[1, 18, 885, 14, 1, 13, 2, 1]",8
job job fail job scheduler receive job,GRP_8,"[1, 1, 14, 1, 13, 2, 1]",7
job job fail job scheduler receive job,GRP_12,"[1, 1, 14, 1, 13, 2, 1]",7
job bwhrattr fail job scheduler receive job,GRP_9,"[1, 864, 14, 1, 13, 2, 1]",7
job job fail job scheduler receive job,GRP_9,"[1, 1, 14, 1, 13, 2, 1]",7
network outage vogelfontein south africa sa since et type x network circuit power please specify outage top cert site no yesnona start schedule maintenance power no company power provider network maint yesno maintticket backup circuit yes active no contact notify phoneemail remote dialin na equipment reset verify work vendor ticket global telecom verizon telecom vendor telecom vendor gsc start additional diagnostic,GRP_8,"[20, 36, 949, 450, 1048, 1049, 63, 66, 81, 83, 20, 39, 26, 5, 100, 36, 103, 104, 59, 8, 105, 31, 95, 98, 26, 8, 17, 26, 102, 20, 112, 113, 114, 80, 39, 53, 88, 8, 49, 94, 108, 87, 109, 44, 106, 6, 82, 16, 24, 19, 75, 25, 110, 25, 24, 25, 24, 90, 31, 96, 111]",61
job bwsdslspln fail job scheduler receive job,GRP_9,"[1, 2357, 14, 1, 13, 2, 1]",7
job job fail job scheduler receive job,GRP_9,"[1, 1, 14, 1, 13, 2, 1]",7
job job fail job scheduler receive job,GRP_9,"[1, 1, 14, 1, 13, 2, 1]",7
job job fail job scheduler receive job,GRP_9,"[1, 1, 14, 1, 13, 2, 1]",7
server lnbdm active directory locate philadelphia since et,GRP_8,"[67, 4233, 88, 663, 419, 4234, 63, 66]",8
job bk hana sid erp dly dp fail job scheduler receive job,GRP_8,"[1, 591, 280, 18, 7, 862, 614, 14, 1, 13, 2, 1]",12
erp sid account lock,GRP_0,"[7, 18, 15, 30]",4
drive access request receive hi please provide pu press tool folder follow computer awywx awyl good,GRP_12,"[126, 23, 54, 2, 52, 5, 162, 1330, 1216, 10, 138, 115, 97, 4235, 1518, 69]",16
job sid filesys fail job scheduler receive job,GRP_8,"[1, 18, 587, 14, 1, 13, 2, 1]",8
job job fail job scheduler receive job,GRP_8,"[1, 1, 14, 1, 13, 2, 1]",7
pass word reset receive hi please daypay user would user would purartnpn best,GRP_0,"[1172, 763, 6, 2, 52, 5, 703, 12, 56, 12, 56, 4236, 130]",13
network outage engineering toolkuznetsk warehouse company since pm et type x network circuit power please specify outage top cert site no yesnona start pm schedule maintenance power no company power provider network maint yesno maintticket backup circuit no active na contact notify phoneemail remote dialin na equipment reset no verified work na vendor ticket global telecom verizon telecom vendor telecom vendor gsc start additional diagnostic,GRP_8,"[20, 36, 73, 879, 405, 17, 63, 70, 66, 81, 83, 20, 39, 26, 5, 100, 36, 103, 104, 59, 8, 105, 31, 70, 95, 98, 26, 8, 17, 26, 102, 20, 112, 113, 114, 80, 39, 8, 88, 44, 49, 94, 108, 87, 109, 44, 106, 6, 8, 517, 16, 44, 24, 19, 75, 25, 110, 25, 24, 25, 24, 90, 31, 96, 111]",65
vogelfontein south africa sacompanyeuzafvogelfonteinaccesssw company com since pm et interface gigabitethernet uplink companyeuzafvogelfonteinaccesssw companyeuzafvogelfonteincoresw company com,GRP_8,"[949, 450, 1048, 4237, 17, 170, 63, 70, 66, 234, 739, 2358, 4238, 4239, 17, 170]",16
password reset request,GRP_0,"[4, 6, 54]",3
unable sync mail calendar mobile device,GRP_0,"[11, 276, 148, 371, 145, 92]",6
ticket update inplant,GRP_0,"[19, 35, 135]",3
unable connect network printer printer ticket update inplant,GRP_0,"[11, 42, 20, 93, 93, 19, 35, 135]",8
job job fail job scheduler receive job,GRP_8,"[1, 1, 14, 1, 13, 2, 1]",7
password not update receive hello team good afternoon name cuzhydjl fugwxdqh mexico queretaro unfortunate expire forget not enter company system distributor tool crm today try change web site not give access please say,GRP_0,"[4, 3, 35, 2, 28, 74, 69, 710, 58, 4240, 4241, 2359, 4242, 4243, 289, 530, 3, 187, 17, 38, 335, 10, 91, 218, 48, 47, 397, 59, 3, 196, 23, 5, 199]",33
network printer not work receive please check see rr lrrsm connect network send several document sit queue turn say ready nothing happen,GRP_0,"[20, 93, 3, 16, 2, 5, 61, 77, 4244, 1519, 42, 20, 65, 435, 223, 1215, 1091, 576, 199, 4245, 481, 291]",22
ticket update inplant,GRP_0,"[19, 35, 135]",3
unable log erp netweaver,GRP_0,"[11, 50, 7, 266]",4
windows password reset,GRP_0,"[89, 4, 6]",3
ess password reset,GRP_0,"[204, 4, 6]",3
request unlock user account sekarft receive hello please account user name sekarft,GRP_0,"[54, 64, 12, 15, 2360, 2, 28, 5, 15, 12, 58, 2360]",12
windows account lockout,GRP_0,"[89, 15, 408]",3
job snp heu regen fail job scheduler receive job,GRP_8,"[1, 1515, 1516, 1517, 14, 1, 13, 2, 1]",9
job snp heu regen fail job scheduler receive job,GRP_8,"[1, 1515, 1516, 1517, 14, 1, 13, 2, 1]",9
create telephony software would gso new hire sewilrxm cbikymvf,GRP_0,"[236, 536, 156, 56, 292, 62, 2361, 4246, 4247]",9
vip user unable join skype meeting external vendor,GRP_0,"[262, 12, 11, 342, 55, 240, 510, 24]",8
phone issue,GRP_0,"[107, 9]",2
account lockout,GRP_0,"[15, 408]",2
click download pdf not get popup allow see attachment attachment hi bthrob ducyua put crm dynamics com popup blocker work know thing need also company collaboration platform com mine please close ticket,GRP_0,"[172, 290, 523, 3, 33, 806, 430, 77, 254, 254, 52, 4248, 4249, 631, 91, 757, 170, 806, 1520, 16, 177, 700, 32, 158, 17, 118, 116, 170, 1331, 5, 429, 19]",32
blank call,GRP_0,"[212, 60]",2
unable connect vpn,GRP_0,"[11, 42, 40]",3
outlook issue unable open new email go not respond,GRP_0,"[22, 9, 11, 45, 62, 34, 144, 3, 235]",9
inc ticket update,GRP_0,"[151, 19, 35]",3
lost connection hqn personal drive share desktop laptop able access no longer try map location unsuccessful,GRP_0,"[4250, 152, 4251, 322, 126, 265, 491, 174, 43, 23, 8, 378, 48, 933, 243, 1521]",16
not see archived email outlook leave today natytse sylyhtsvesuyter need outlook,GRP_0,"[3, 77, 2362, 34, 22, 950, 218, 4252, 4253, 32, 22]",11
interface fastethernet cisco aircap companynausausaidfbaccesssw company com since et,GRP_8,"[234, 930, 4254, 4255, 4256, 17, 170, 63, 66]",9
unable open sid password issue sid,GRP_0,"[11, 45, 18, 4, 9, 18]",6
bobj receive difficulty obtain datum must morning issue report not could someone please call,GRP_9,"[412, 2, 1327, 4257, 217, 427, 164, 9, 85, 3, 117, 426, 5, 60]",14
erp password lock update password password management tool manager everything else work sid,GRP_0,"[7, 4, 30, 35, 4, 4, 86, 10, 57, 662, 1155, 16, 18]",13
unable login hub check pay statement,GRP_0,"[11, 21, 300, 61, 797, 1093]",6
hostname windows disk space utilization alert utiliuytretion free available gb,GRP_12,"[37, 89, 238, 247, 801, 210, 2325, 398, 133, 310]",10
problem erp sale info receive hi trouble get info no figure field pull report vkzwafuh tcjnuswg cmp sr application eng suthye kinght send wednesday october pm vkzwafuh cc sntvfpbl vtokgley subject info hi stuarthsyt may put ticket get fix,GRP_9,"[51, 7, 149, 695, 2, 52, 628, 33, 695, 8, 681, 545, 613, 85, 764, 886, 807, 396, 143, 731, 4258, 4259, 65, 508, 248, 70, 764, 206, 4260, 4261, 119, 695, 52, 4262, 283, 631, 19, 33, 200]",39
interface switch companyeudeugermanyemswsaccesssw since et,GRP_8,"[234, 403, 2289, 63, 66]",5
issue view drawing please see attach document error message,GRP_0,"[9, 165, 330, 5, 77, 132, 223, 27, 46]",9
unable see tab ess,GRP_0,"[11, 77, 394, 204]",4
let us talk video not play,GRP_0,"[173, 215, 1000, 661, 3, 951]",6
issue microsoft office key entry receive hi team enclose screen shot say copy professional not activate please suggest entry activation popup come automatically login ms outlook best,GRP_0,"[9, 163, 122, 952, 738, 2, 52, 74, 1332, 141, 641, 199, 456, 2363, 3, 401, 5, 1756, 738, 216, 806, 245, 560, 21, 208, 22, 130]",27
ticket update forticket no user call inform kick eu remote minute connect na work fine,GRP_0,"[19, 35, 2311, 8, 12, 60, 645, 1522, 190, 87, 647, 42, 44, 16, 321]",15
engineering tool not open mathrv macyhtkey client open get error message not continue application improperly formatheywted contact vendor assistance uninstalle reinstall several time,GRP_0,"[73, 10, 3, 45, 4263, 4264, 150, 45, 33, 27, 46, 3, 362, 143, 2341, 4265, 49, 24, 751, 1509, 475, 435, 76]",23
error message try log purchasing order user would cuthyunniy attach email show error receive,GRP_0,"[27, 46, 48, 50, 1276, 207, 12, 56, 4266, 132, 34, 131, 27, 2]",14
password reset request,GRP_0,"[4, 6, 54]",3
block expense report,GRP_0,"[184, 323, 85]",3
request reset erp password receive,GRP_0,"[54, 6, 7, 4, 2]",5
usa backup exec server rgtsm file raid hdd physical disk,GRP_12,"[123, 80, 2364, 67, 4267, 125, 4268, 2274, 1804, 238]",10
unable open outlook mobile device activation,GRP_0,"[11, 45, 22, 145, 92, 216]",6
please reset password sid user would maihtyrhu,GRP_0,"[5, 6, 4, 18, 12, 56, 4269]",7
user would password fail receive dear sir one apprenticemr suniythulkuujmarnkis unable view salary statement due fail pl help recover old idvvkhyhum old passworddhadwuz,GRP_0,"[12, 56, 4, 14, 2, 127, 332, 159, 4270, 4271, 11, 165, 1092, 1093, 318, 14, 338, 29, 1415, 226, 4272, 226, 4273]",23
account lock ad,GRP_0,"[15, 30, 154]",3
skype account login problem nameilypdtno mkdfetuq language browsermicrosoft internet explorer customer number telephone summaryskype problem ic welcome next available agent shortly interaction alert agent website visitor join conversation dwfiykeo argtxmvcumar hello ilypdtno mkdfetuq hi face sign account dwfiykeo please provide would password team viewer ilypdtno dwfiykeo work ilypdtno yup,GRP_0,"[55, 15, 21, 51, 2365, 1809, 78, 101, 72, 84, 71, 68, 99, 2366, 51, 324, 359, 294, 133, 179, 414, 361, 210, 179, 279, 448, 342, 415, 457, 911, 28, 1810, 1809, 52, 534, 209, 15, 457, 5, 162, 56, 4, 74, 799, 1810, 457, 16, 1810, 4274]",49
plm services report status hostname,GRP_8,"[488, 259, 85, 298, 37]",5
password not get synchronize,GRP_0,"[4, 3, 33, 547]",4
circuit outagecompanynausausamplsrtr et type outage network x circuit power please specify outage top cert site yes yesnona start schedule maintenance power no company power provider network na maint yesno maintticket backup yes active yes contact notify phoneemail remote dialin na equipment reset na verify work na vendor ticket global telecom verizon telecom vendor telecom vendor global telecom gsc start additional diagnostic,GRP_8,"[39, 4275, 66, 81, 36, 20, 83, 39, 26, 5, 100, 36, 103, 104, 59, 53, 105, 31, 95, 98, 26, 8, 17, 26, 102, 20, 44, 112, 113, 114, 80, 53, 88, 53, 49, 94, 108, 87, 109, 44, 106, 6, 44, 82, 16, 44, 24, 19, 75, 25, 110, 25, 24, 25, 24, 75, 25, 90, 31, 96, 111]",61
not add lean event launch add icon collaboration platform request install microsoft version attach error reference,GRP_0,"[3, 134, 369, 225, 230, 134, 650, 118, 116, 54, 161, 163, 358, 132, 27, 765]",16
reset password imjwbogq xfizlnap erp production please daypay,GRP_0,"[6, 4, 4276, 4277, 7, 139, 5, 703]",8
next issue bobj account dbednyuarski receive hell bob j not work account best,GRP_9,"[294, 9, 412, 15, 4278, 2, 4279, 1414, 782, 3, 16, 15, 130]",13
account lock,GRP_0,"[15, 30]",2
outlook freeze crm update,GRP_0,"[22, 462, 91, 35]",4
engineering tool erp not work,GRP_0,"[73, 10, 7, 3, 16]",5
need help reset password password management tool,GRP_0,"[32, 29, 6, 4, 4, 86, 10]",7
windows account lock,GRP_0,"[89, 15, 30]",3
job job fail job scheduler receive job,GRP_8,"[1, 1, 14, 1, 13, 2, 1]",7
business client authorisation receive hello pl provide authorization checkingdownloade drawing employee would,GRP_0,"[124, 150, 1523, 2, 28, 338, 162, 693, 2367, 330, 129, 56]",12
job job fail job scheduler receive job,GRP_8,"[1, 1, 14, 1, 13, 2, 1]",7
job bkwin hostname inc fail job scheduler receive job,GRP_8,"[1, 374, 37, 151, 14, 1, 13, 2, 1]",9
job sid filesys fail job scheduler receive job,GRP_8,"[1, 18, 587, 14, 1, 13, 2, 1]",8
ticket update inplant,GRP_0,"[19, 35, 135]",3
unable submit expense report receive could someone please call try keep disconnect,GRP_0,"[11, 252, 323, 85, 2, 117, 426, 5, 60, 48, 250, 407]",12
unable install engineering tool,GRP_0,"[11, 161, 73, 10]",4
ticket update ticket no,GRP_0,"[19, 35, 19, 8]",4
ticket update ticket no,GRP_0,"[19, 35, 19, 8]",4
ticket update inplant,GRP_0,"[19, 35, 135]",3
impact award email nwqktzlx vnlqkgpb send thursday october pm nwfodmhc exurcwkm subject phishing check fw e,GRP_0,"[399, 567, 34, 4280, 4281, 65, 461, 248, 70, 168, 166, 119, 4282, 61, 387, 356]",16
expense report not go correct manager,GRP_0,"[323, 85, 3, 144, 297, 57]",6
unable sync password account,GRP_0,"[11, 276, 4, 15]",4
password reset,GRP_0,"[4, 6]",2
kpm issue ie upgrade ie,GRP_0,"[1507, 9, 320, 363, 320]",5
amssmvolume c disk space consume available g,GRP_12,"[4283, 242, 238, 247, 307, 133, 329]",7
blank call gso loud noise,GRP_0,"[212, 60, 292, 670, 612]",5
erp password reset user kambthryes exlbkpoj vrkoqaje please daypay,GRP_0,"[7, 4, 6, 12, 4284, 4285, 4286, 5, 703]",9
reset sid password jidhewlg jufskody could please user olthyivectr erp company sale manager not work need access due channel partner programdnty,GRP_0,"[6, 18, 4, 4287, 4288, 117, 5, 12, 4289, 7, 17, 149, 57, 3, 16, 32, 23, 318, 1022, 543, 535]",21
ticket update inplant,GRP_0,"[19, 35, 135]",3
outlook issue,GRP_0,"[22, 9]",2
lean tracker receive mithyke tayjuoylor arithel shfsako get error try open add event button pc,GRP_0,"[369, 484, 2, 4290, 4291, 4292, 4293, 33, 27, 48, 45, 134, 225, 635, 121]",15
msd office specifically outlook slow respond manually refresh update,GRP_0,"[937, 122, 1731, 22, 201, 235, 743, 519, 35]",9
outlook not update crash intermittently,GRP_0,"[22, 3, 35, 939, 2368]",5
ticket update ticket no,GRP_0,"[19, 35, 19, 8]",4
mobile device activation sbgvrncj idfhtoqv send thursday october pm przcxbml vnjdghui nwfodmhc exurcwkm cc jywvemun qngschtz subject synchronization iphone outlook hi thsgy yes option available gso please open ticket approve many,GRP_0,"[145, 92, 216, 4294, 4295, 65, 461, 248, 70, 4296, 4297, 168, 166, 206, 4298, 4299, 119, 836, 202, 22, 52, 4300, 53, 373, 133, 292, 5, 45, 19, 472, 284]",31
unable login collaboration platform email address password,GRP_0,"[11, 21, 118, 116, 34, 181, 4]",7
windows account unlock,GRP_0,"[89, 15, 64]",3
static issue phone interaction would,GRP_0,"[1513, 9, 107, 361, 56]",5
unable connect vpn,GRP_0,"[11, 42, 40]",3
unable access ap remote eu na fjaqbgnld yukdzwxs try either one receive message page not display,GRP_0,"[11, 23, 341, 87, 190, 44, 2369, 2370, 48, 619, 159, 2, 46, 219, 3, 325]",16
engineering tool not open,GRP_0,"[73, 10, 3, 45]",4
erp sid account unlock password reset,GRP_0,"[7, 18, 15, 64, 4, 6]",6
email activation company provide device,GRP_0,"[34, 216, 17, 162, 92]",5
not able login receive hi sirmadam refer screenshot help urgent,GRP_0,"[3, 43, 21, 2, 52, 887, 418, 255, 29, 257]",10
office ask license key,GRP_0,"[122, 214, 697, 952]",4
engineering tool company not work,GRP_0,"[73, 10, 17, 3, 16]",5
unable save doc drive internet not work,GRP_0,"[11, 314, 2371, 126, 72, 3, 16]",7
unable open excel file collaboration platform namewqxzleky uwjchqor language browsermicrosoft internet explorer customer number telephone summarycannot file collaboration platform get message server not respond location file,GRP_0,"[11, 45, 224, 125, 118, 116, 4301, 4302, 78, 101, 72, 84, 71, 68, 99, 1169, 125, 118, 116, 33, 46, 67, 3, 235, 243, 125]",26
circuit outage companynausausaanirartr since est site backup type outage network x circuit power please specify outage top cert yesnona start schedule maintenance power no company power provider network no maint yesno maintticket yes active yes contact notify phoneemail remote dialin equipment reset verify work vendor ticket global telecom verizon telecom vendor telecom vendor gsc start additional diagnostic,GRP_8,"[39, 36, 4303, 63, 558, 59, 80, 81, 36, 20, 83, 39, 26, 5, 100, 36, 103, 104, 105, 31, 95, 98, 26, 8, 17, 26, 102, 20, 8, 112, 113, 114, 53, 88, 53, 49, 94, 108, 87, 109, 106, 6, 82, 16, 24, 19, 75, 25, 110, 25, 24, 25, 24, 90, 31, 96, 111]",57
msd crm popup try lunch outlook freezing,GRP_0,"[937, 91, 806, 48, 1811, 22, 1477]",7
unable login ethic,GRP_0,"[11, 21, 343]",3
ticket update forinplant,GRP_0,"[19, 35, 4304]",3
secure logon not work try initialize get message username password incorrect log earlier morning work fine phone,GRP_0,"[953, 211, 3, 16, 48, 4305, 33, 46, 299, 4, 548, 50, 758, 164, 16, 321, 107]",17
account lock window,GRP_0,"[15, 30, 140]",3
account lock,GRP_0,"[15, 30]",2
